" Date","NCBA Close","NCBA Adj. Close","SCOM Close","SCOM Adj. Close","EQTY Close","EQTY Adj. Close","KCB Close","KCB Adj. Close","COOP Close","COOP Adj. Close","ABSA Close","ABSA Adj. Close","EABL Close","EABL Adj. Close","KEGN Close","KEGN Adj. Close","KNRE Close","KNRE Adj. Close","CENTUM Close","CENTUM Adj. Close"
02-18-2022,25.05,19.381185117735,37.95,33.838856246085,52.5,43.874790267,46,41.4808974308,13.15,10.61166805036,12,9.5795785044,162,145.4666012784,3.98,3.23613777513,2.26,1.931632581998,461.3,457.33104570181
02-21-2022,25.05,19.381185117735,37.95,33.838856246085,52.5,43.874790267,46,41.4808974308,13.15,10.61166805036,12,9.5795785044,162,145.4666012784,3.95,3.2117447768250003,2.28,1.948726675644,441.8,437.99882070466
02-22-2022,25.2,19.49724011844,37.85,33.749689299455,52,43.4569351216,45.95,41.43580949881,13.15,10.61166805036,11.9,9.49974868353,162,145.4666012784,3.9,3.17108977965,2.26,1.931632581998,443.75,439.932043204375
02-23-2022,25.4,19.65198011938,36.6,32.63510246658,52,43.4569351216,46,41.4808974308,13.15,10.61166805036,12.2,9.73923814614,161.75,145.2421157826,3.91,3.1792207790850004,2.28,1.948726675644,432.45,428.729266667565
02-24-2022,25.05,19.381185117735,34.55,30.807180060665,51.5,43.0390799762,45,40.579138791,13,10.4906224072,12.1,9.65940832527,160,143.670717312,3.9,3.17108977965,2.26,1.931632581998,413.65,410.09101897800497
02-25-2022,24.2,18.72354011374,35.65,31.788016473595,51.75,43.2480075489,44.95,40.53405085901,12.85,10.36957676404,12,9.5795785044,159,142.77277532879998,3.9,3.17108977965,2.27,1.940179628821,441.6,437.80054147392
02-28-2022,23.85,18.452745112095,35.95,32.055517313485005,50,41.78551454,45,40.579138791,12.9,10.40992531176,11.9,9.49974868353,159,142.77277532879998,3.9,3.17108977965,2.27,1.940179628821,422.7,419.06315416899
03-01-2022,24.05,18.607485113035,36.15,32.233851206745,50,41.78551454,44.3,39.94790774314,12.95,10.45027385948,11.9,9.49974868353,156.5,143.92231458515,3.9,3.17108977965,2.27,1.940179628821,,
03-02-2022,23,17.7951001081,37,32.9917702531,50.25,41.9944421127,44.45,40.083171539110005,12.95,10.45027385948,12,9.5795785044,156.25,143.692406734375,3.9,3.17108977965,2.23,1.905991441529,419.05,415.444558207985
03-03-2022,24.35,18.839595114445,37.5,33.43760498625,51,42.6212248308,45.05,40.62422672299,13,10.4906224072,12,9.5795785044,156.25,143.692406734375,3.86,3.13856578191,2.28,1.948726675644,415.9,412.32166032383
03-04-2022,24.7,19.11039011609,37.5,33.43760498625,51.75,43.2480075489,45.35,40.894754314930005,12.95,10.45027385948,11.95,9.539663593965,156.75,144.152222435925,3.88,3.1548277807800003,2.29,1.957273722467,412,408.4552153244
03-07-2022,24.6,19.03302011562,36.7,32.72426941321,50.75,42.4122972581,44.9,40.48896292702,12.95,10.45027385948,11.85,9.459833773095,159.25,146.451300943675,3.82,3.10604178417,2.27,1.940179628821,403.5,400.02834801795
03-08-2022,24.5,18.95565011515,36.05,32.144684260115,50.5,42.2033696854,44.1,39.767556015180006,12.9,10.40992531176,12.2,9.73923814614,157.25,144.612038137475,3.84,3.12230378304,2.26,1.931632581998,420.3,416.6838034001101
03-09-2022,24.3,18.80091011421,35.1,31.29759826713,50.75,42.4122972581,44.4,40.03808360712,12.85,10.36957676404,12.1,9.65940832527,155,142.5428674805,3.81,3.0979107847350003,2.27,1.940179628821,419.3,415.69240724641
03-10-2022,24.7,19.11039011609,35.05,31.253014793815,51,42.6212248308,44.7,40.30861119906,12.95,10.45027385948,12.15,9.699323235705,154.5,142.08305177895,3.74,3.0409937886900003,2.26,1.931632581998,423.2,419.55885224584
03-11-2022,24.55,18.994335115385,35.5,31.65426605365,51.25,42.8301524035,44.7,40.30861119906,12.85,10.36957676404,12.1,9.65940832527,153,140.7036046743,3.78,3.07351778643,2.27,1.940179628821,422.85,419.211863592045
03-14-2022,24.2,18.72354011374,35.5,31.65426605365,51.25,42.8301524035,45.05,40.62422672299,12.9,10.40992531176,12.15,9.699323235705,150,137.944710465,3.75,3.0491247881250003,2.27,1.940179628821,414.2,410.63628686254
03-15-2022,24.35,18.839595114445,35.65,31.788016473595,51.25,42.8301524035,45,40.579138791,12.95,10.45027385948,12.25,9.779153056575,150,137.944710465,3.75,3.0491247881250003,2.26,1.931632581998,402.1,398.64039340277
03-16-2022,24.5,18.95565011515,35.4,31.56509910702,52.75,44.0837178397,45.05,40.62422672299,12.95,10.45027385948,12.2,9.73923814614,150,137.944710465,3.7,3.0084697909500004,2.3,1.96582076929,411.4,407.86037763218
03-17-2022,24.55,18.994335115385,34.95,31.163847847185004,51.75,43.2480075489,44.6,40.21843533508,13.05,10.53097095492,12.3,9.81906796701,149,137.02507906190002,3.7,3.0084697909500004,2.28,1.948726675644,424.2,420.55024839954
03-18-2022,24.95,19.303815117265,34.5,31.33642526175,52,43.4569351216,44.6,40.21843533508,13.3,10.73271369352,12.4,9.89889778788,149.5,137.48489476345,3.68,2.9922077920800003,2.27,1.940179628821,,
03-21-2022,24.95,19.303815117265,35.5,32.24472744325,51.25,42.8301524035,44.35,39.99299567513,13.2,10.65201659808,12.55,10.018642519185,150,137.944710465,3.65,2.967814793775,2.25,1.923085535175,421,417.3777807077
03-22-2022,24.8,19.18776011656,36.15,32.835123861225,51.75,43.2480075489,44,39.677380151200005,13.1,10.57131950264,12.4,9.89889778788,149,137.02507906190002,3.65,2.967814793775,2.25,1.923085535175,421.4,417.77433916918
03-23-2022,25.1,19.41987011797,35.95,32.653463424925,51,42.6212248308,44.2,39.857731879160006,12.95,10.45027385948,12.35,9.858982877445,148.5,136.56526336035,3.65,2.967814793775,2.25,1.923085535175,455.65,451.72965743340495
03-24-2022,25.5,19.72935011985,35.5,32.24472744325,51.5,43.0390799762,44.15,39.81264394717,12.95,10.45027385948,12.35,9.858982877445,149,137.02507906190002,3.64,2.95968379434,2.26,1.931632581998,445.55,441.716556281035
03-25-2022,25.9,20.03883012173,35.95,32.653463424925,51.5,43.0390799762,44,39.677380151200005,12.9,10.40992531176,12.35,9.858982877445,149.75,137.714802614225,3.64,2.95968379434,2.25,1.923085535175,439.5,435.71860955115
03-28-2022,26,20.1162001222,35.4,32.1538972251,51,42.6212248308,44.45,40.083171539110005,12.85,10.36957676404,12.5,9.97872760875,150.25,138.174618315775,3.54,2.8783737999900003,2.26,1.931632581998,426.25,422.582610514625
03-29-2022,25.7,19.88409012079,35.4,32.1538972251,51,42.6212248308,44.05,39.72246808319,12.9,10.40992531176,12.5,9.97872760875,151,138.8643418681,3.56,2.89463579886,2.28,1.948726675644,441.7,437.89968108929
03-30-2022,26,20.1162001222,35.05,31.835991461574995,50.75,42.4122972581,44.1,39.767556015180006,12.85,10.36957676404,12.35,9.858982877445,150,137.944710465,3.6,2.9271597966000003,2.28,1.948726675644,442.6,438.79193762762
03-31-2022,25.85,20.000145121495,34.15,31.018519498225,50.5,42.2033696854,44.05,39.72246808319,12.85,10.36957676404,12.45,9.938812698315,150,137.944710465,3.6,2.9271597966000003,2.25,1.923085535175,452.25,448.358910510825
04-01-2022,25.9,20.03883012173,34.5,31.33642526175,49.15,41.07516079282,44,39.677380151200005,12.6,10.16783402544,12.1,9.65940832527,150.75,138.634434017325,3.6,2.9271597966000003,2.21,1.888897347883,464.6,460.60265300902
04-04-2022,25.95,20.077515121965,35.35,32.108482116025,49.15,41.07516079282,43.5,39.2265008313,12.75,10.2888796686,12.35,9.858982877445,151,138.8643418681,3.57,2.902766798295,2.2,1.88035030106,472.3,468.23640339251
04-05-2022,26.15,20.232255122905,35.45,32.199312334175005,49.5,41.3676593946,43.55,39.27158876329,12.8,10.32922821632,12.3,9.81906796701,150.75,138.634434017325,3.59,2.919028797165,2.18,1.863256207414,494.85,490.592386658445
04-06-2022,26.6,20.58042012502,35.1,31.88140657065,49.8,41.61837248184,43.3,39.04614910334,12.8,10.32922821632,12.25,9.779153056575,151.25,139.094249718875,3.6,2.9271597966000003,2.2,1.88035030106,501.3,496.9868918498101
04-07-2022,26.45,20.464365124315,35.05,31.835991461574995,49.3,41.20051733644,43.05,38.82070944339,12.75,10.2888796686,12.35,9.858982877445,150,137.944710465,3.6,2.9271597966000003,2.23,1.905991441529,501.85,497.532159734345
04-08-2022,26.85,20.773845126195003,35,31.7905763525,49.3,41.20051733644,43,38.7756215114,12.7,10.24853112088,12.25,9.779153056575,150,137.944710465,3.6,2.9271597966000003,2.24,1.914538488352,519.75,515.278150885575
04-11-2022,27,20.8899001269,34.1,30.97310438915,49.75,41.5765869673,43.4,39.13632496732,12.55,10.12748547772,12.25,9.779153056575,149.5,137.48489476345,3.58,2.91089779773,2.24,1.914538488352,499.4,495.10323915778
04-12-2022,26.75,20.696475125725,34.7,31.51808569805,49.85,41.66015799638,43.25,39.00106117135,12.85,10.36957676404,12.3,9.81906796701,149,137.02507906190002,3.58,2.91089779773,2.23,1.905991441529,488.15,483.950032428655
04-13-2022,26.95,20.851215126665,35.45,32.199312334175005,49.75,41.5765869673,43.2,38.955973239360006,12.85,10.36957676404,12.35,9.858982877445,148.25,136.335355509575,3.59,2.919028797165,2.19,1.871803254237,489.7,485.48669646689
04-14-2022,26.85,20.773845126195003,35.3,32.06306700695,50,41.78551454,43.45,39.18141289931,12.85,10.36957676404,12.4,9.89889778788,148.25,136.335355509575,3.58,2.91089779773,2.19,1.871803254237,,
04-18-2022,,,,,,,,,,,,,,,,,,,496.7,492.42646954279
04-19-2022,26.5,20.50305012455,35,31.7905763525,49.65,41.49301593822,43.2,38.955973239360006,12.8,10.32922821632,12.55,10.018642519185,147,135.1858162557,3.57,2.902766798295,2.16,1.846162113768,486.7,482.51250800579
04-20-2022,26.15,20.232255122905,35.05,31.835991461574995,49.65,41.49301593822,42.9,38.68544564742,12.85,10.36957676404,12.55,10.018642519185,146,134.2661848526,3.58,2.91089779773,2.15,1.837615066945,493.6,489.35314146632
04-21-2022,26.1,20.19357012267,34.75,31.563500807125,50,41.78551454,43.15,38.91088530737,12.8,10.32922821632,12.7,10.13838725049,146,134.2661848526,3.58,2.91089779773,2.11,1.803426879653,497.6,493.31872608112
04-22-2022,26.2,20.27094012314,34.2,31.0639346073,49.75,41.5765869673,43,38.7756215114,12.65,10.20818257316,12.6,10.05855742962,144.75,133.116645598725,3.58,2.91089779773,2.13,1.820520973299,482.35,478.199934737195
04-25-2022,26.5,20.50305012455,34,30.882274171,49.95,41.743729025460006,42.5,38.3247421915,12.65,10.20818257316,12.6,10.05855742962,145,133.3465534495,3.56,2.89463579886,2.13,1.820520973299,480.5,476.36585185285
04-26-2022,26.35,20.386995123845,33.85,30.746028843775,49.45,41.32587388006,39.65,37.520395752255,12.65,10.20818257316,11.75,10.27722172165,145,133.3465534495,3.56,2.89463579886,2.1,1.79487983283,487.75,483.553473967175
04-27-2022,26,20.1162001222,33.8,30.7006137347,47.8,39.94695190024,38.9,36.81067830423,12.6,10.16783402544,10.75,9.40256455385,144.25,132.65682989717502,3.55,2.886504799425,2.14,1.829068020122,480.25,476.118002814425
04-28-2022,26,20.1162001222,33.7,30.609783516550003,47.9,40.03052292932,37.45,35.438557904715005,12.7,10.24853112088,9.98,8.729078534644001,144,132.4269220464,3.55,2.886504799425,2.15,1.837615066945,479.2,475.07703685304
04-29-2022,,,,,,,,,,,,,,,,,,,480.1,475.96929339137
05-02-2022,,,,,,,,,,,,,,,,,,,474.85,470.764463584445
05-04-2022,23.85,20.20089991023,33.5,30.42812308025,47.95,40.07230844386,37.3,35.29661441511,12.55,10.12748547772,9.98,8.729078534644001,144,132.4269220464,3.56,2.89463579886,2.16,1.846162113768,459.2,455.24911377904
05-05-2022,24.3,20.58204896514,32.95,29.928556880425003,47.5,39.696238813,36.95,34.965412939365,12.5,10.08713693,9.98,8.729078534644001,142.5,131.04747494175,3.56,2.89463579886,2.16,1.846162113768,467.4,463.37856223938
05-06-2022,24.95,21.13259760001,32,29.065669808,47.15,39.40374021122,36.25,34.303009987875,12.35,9.96609128684,9.94,8.694092247932,139,127.8287650309,3.59,2.919028797165,2.18,1.863256207414,468.2,464.17167916234
05-09-2022,25.25,21.38669696995,32.2,29.2473302443,46.05,38.48445889134,36.5,34.53958247055,12.5,10.08713693,10,8.746571678,139.75,128.518488583225,3.59,2.919028797165,2.19,1.871803254237,455.65,451.72965743340495
05-10-2022,25.6,21.68314623488,32.25,29.292745353375,45,37.606963086,35.85,33.924494015595,12.5,10.08713693,9.86,8.624119674508,140,128.748396434,3.57,2.902766798295,2.24,1.914538488352,456.6,452.67148377942
05-11-2022,25.95,21.97959549981,32.4,29.4289906806,44.95,37.565177571460005,35.7,33.782550525990004,12.4,10.00643983456,9.96,8.711585391288,140.5,129.20821213555,3.56,2.89463579886,2.25,1.923085535175,437,433.2401191669
05-12-2022,26.05,22.06429528979,31.85,28.929424480775,44.6,37.27267896968,35.85,33.924494015595,12.25,9.8853941914,9.94,8.694092247932,140.25,128.978304284775,3.58,2.91089779773,2.15,1.837615066945,420.25,416.634233592425
05-13-2022,26.5,22.4454443447,30.2,27.4307258813,45.5,38.024818231400005,35.75,33.829865022525,12.25,9.8853941914,9.7,8.48417452766,141.5,130.12784353865,3.55,2.886504799425,2.22,1.897444394706,428.55,424.86282166813504
05-16-2022,26.5,22.4454443447,30.3,27.52155609945,45.6,38.10838926048,35.4,33.49866354678,12.15,9.80469709596,9.86,8.624119674508,142.5,131.04747494175,3.55,2.886504799425,2.23,1.905991441529,411.8,408.25693609366
05-17-2022,26.1,22.10664518478,30.45,27.657801426675,46.25,38.6516009495,35.55,33.640607036385,12.25,9.8853941914,9.8,8.571640244440001,142.5,131.04747494175,3.52,2.86211180112,2.15,1.837615066945,424.7,421.04594647639
05-18-2022,26.6,22.53014413468,29.45,26.749499245175,45.85,38.31731683318,35,33.1201475745,12,9.6836514528,9.78,8.554147101084,140,128.748396434,3.51,2.853980801685,2.05,1.7521445987149995,429.1,425.4080895526701
05-19-2022,26.5,22.4454443447,28.05,25.477876191075,45.6,38.10838926048,35,33.1201475745,11.95,9.64330290508,9.74,8.519160814372,140,128.748396434,3.49,2.8377188028150004,2.01,1.7179564114229997,421.55,417.92304859223503
05-20-2022,26.25,22.23369486975,27.8,25.2508006457,44.7,37.356249998760006,35.3,33.40403455371,11.6,9.36086307104,9.76,8.536653957728,142.75,131.277382792525,3.42,2.78080180677,2.05,1.7521445987149995,437.95,434.181945512915
05-23-2022,26,22.0219453948,26.65,24.206253136975,43.05,38.565624998565,35.55,33.640607036385,11.6,9.36086307104,9.82,8.589133387796,141,129.6680278371,3.48,2.82958780338,2.01,1.7179564114229997,448.45,444.591605126765
05-24-2022,26.45,22.40309444971,26.35,23.933762482525,42,37.6249999986,35.95,34.019123008665005,11.55,9.32051452332,9.9,8.65910596122,141,129.6680278371,3.49,2.8377188028150004,2.02,1.726503458246,450.4,446.52482762648
05-25-2022,26.3,22.27604476474,26.55,24.115422918825,42,37.6249999986,36.55,34.586896967085,11.5,9.2801659756,9.96,8.711585391288,141,129.6680278371,3.48,2.82958780338,2.01,1.7179564114229997,444.45,440.626020511965
05-26-2022,26.45,22.40309444971,26.85,24.387913573275,42.9,38.43124999857,37.1,35.10735642897,11.45,9.239817427879998,10.1,8.83403739478,141,129.6680278371,3.48,2.82958780338,2.04,1.743597551892,462.25,458.272872047825
05-27-2022,26.85,22.74189360963,26.45,24.024592700675,44,39.416666665200005,38,35.9590173666,11.95,9.64330290508,10.05,8.790304536390002,141,129.6680278371,3.5,2.84584980225,2.05,1.7521445987149995,467.05,463.031573585585
05-30-2022,26.35,22.31839465973,26.25,23.842932264375,45.2,40.49166666516,38.05,36.006331863135,12.05,9.72400000052,10.2,8.92150311156,141.5,130.12784353865,3.49,2.8377188028150004,2.07,1.7692386923609995,461.3,457.33104570181
05-31-2022,25.55,21.64079633989,26,23.615856719,45.5,40.76041666515,38.1,36.053646359670005,11.3,9.944,10.25,8.965235969950001,141,129.6680278371,3.49,2.8377188028150004,2.08,1.777785739184,450.85,446.970955895645
06-01-2022,,,,,,,,,,,,,,,,,,,452.95,449.052887818415
06-02-2022,25.85,21.89489570983,26,23.615856719,45.5,40.76041666515,38,35.9590173666,10.8,9.504,10.3,9.00896882834,140,128.748396434,3.52,2.86211180112,2.07,1.7692386923609995,457.8,453.86115916386
06-03-2022,26.45,22.40309444971,26.2,23.7975171553,45.5,40.76041666515,38.7,36.62142031809,10.95,9.636,10.5,9.1839002619,139.75,128.518488583225,3.49,2.8377188028150004,2.11,1.803426879653,458.75,454.802985509875
06-06-2022,25.75,21.81019591985,26.35,23.933762482525,45.5,40.76041666515,38.7,36.62142031809,11.1,9.768,10.65,9.31509883707,139.75,128.518488583225,3.5,2.84584980225,2.01,1.7179564114229997,456.45,452.522774356365
06-07-2022,25.75,21.81019591985,26.4,23.9791775916,45.45,40.715624998485005,38.65,36.574105821555,11.1,9.768,10.95,9.57749598741,140,128.748396434,3.49,2.8377188028150004,2.04,1.743597551892,444.35,440.526880896595
06-08-2022,25.75,21.81019591985,26.45,24.024592700675,45.45,40.715624998485005,38.8,36.71604931116,10.95,9.636,11,9.6212288458,140,128.748396434,3.44,2.79706380564,2.07,1.7692386923609995,450.1,446.22740878037
06-09-2022,25.45,21.55609654991,26.6,24.1608380279,44.2,39.59583333186001,38.95,36.85799280076501,10.8,9.504,11.45,10.01482457131,137.5,126.44931792625,3.41,2.7726708073350004,2.13,1.820520973299,443.5,439.68419416595
06-10-2022,25.2,21.34434707496,26.7,24.25166824605,43.15,38.655208331895,39,36.9053072973,10.9,9.592,11.5,10.0585574297,133,122.3109766123,3.4,2.7645398079,2.12,1.811973926476,437.4,433.63667762838
06-13-2022,25.5,21.5984464449,26.5,24.07000780975,42.15,37.759374998595,39,36.9053072973,10.9,9.592,11.45,10.01482457131,131.25,120.701621656875,3.4,2.7645398079,2.09,1.7863327860069995,419.45,415.841116669465
06-14-2022,25.3,21.42904686494,26.35,23.933762482525,41.8,37.44583333194,38.8,36.71604931116,10.85,9.548,10.9,9.53376312902,129.5,119.09226670145,3.43,2.788932806205,2.12,1.811973926476,419.6,415.9898260925201
06-15-2022,25,21.174947495,25.7,23.34336606455,40.95,36.684374998635,38.65,36.574105821555,10.8,9.504,10.9,9.53376312902,128.75,118.402543149125,3.41,2.7726708073350004,2.08,1.777785739184,424.2,420.55024839954
06-16-2022,24.75,20.96319802005,25.05,22.752969646575,40.5,36.28124999865,38.05,36.006331863135,10.9,9.592,10.85,9.49003027063,125,114.9539253875,3.45,2.805194805075,2.08,1.777785739184,411.5,407.95951724755
06-17-2022,24.45,20.70909865011,24.3,22.07174301045,39.85,35.698958332005006,37.9,35.86438837353,11,9.68,10.8,9.446297412240002,124.5,114.49410968595,3.45,2.805194805075,2.03,1.7350505050689995,416.9,413.31305647753
06-20-2022,24.45,20.70909865011,24.35,22.117158119525,39.9,35.74374999867,36.8,34.82346944976,10.9,9.592,10.75,9.40256455385,124,114.0342939844,3.44,2.79706380564,2.02,1.81595959598,404.95,401.46587244081496
06-21-2022,24.7,20.92084812506,24,21.799252356,39.75,35.609374998675,36.95,34.965412939365,10.75,9.46,10.75,9.40256455385,120,110.355768372,3.4,2.7645398079,1.99,1.7889898990100002,410.3,406.76984186311
06-22-2022,23.95,20.28559970021,23.45,21.299686156175,39,34.9374999987,36.9,34.91809844283,10.7,9.416,10.6,9.27136597868,118.75,109.206229118125,3.39,2.756408808465,1.98,1.78000000002,413.85,410.289298208745
06-23-2022,23.85,20.20089991023,23.5,21.34510126525,39,34.9374999987,36.5,34.53958247055,10.75,9.46,10.3,9.00896882834,117.75,108.286597715025,3.4,2.7645398079,1.98,1.78000000002,410.5,406.96812109385
06-24-2022,23.85,20.20089991023,23.1,20.98178039265,39,34.9374999987,36.7,34.72884045669,10.85,9.548,10.2,8.92150311156,115.25,105.987519207275,3.4,2.7645398079,2,1.797979798,417.45,413.858324362065
06-27-2022,23.95,20.28559970021,23.15,21.027195501725,39,34.9374999987,36.75,34.776154953225,10.8,9.504,10.25,8.965235969950001,110,101.159454341,3.38,2.74827780903,1.98,1.78000000002,414.75,411.181554747075
06-28-2022,23.6,19.98915043528,23.35,21.208855938025,39.05,34.982291665365,36.8,34.82346944976,10.95,9.636,10.25,8.965235969950001,119.5,109.89595267045,3.38,2.74827780903,1.96,1.76202020204,410.85,407.315109747645
06-29-2022,23.65,20.03150033027,24.9,22.61672431935,39.9,35.74374999867,37.55,35.533186897785,10.8,9.504,10.5,9.1839002619,127,116.7931881937,3.39,2.756408808465,1.94,1.74404040406,413.35,409.793600131895
06-30-2022,23.6,19.98915043528,24.95,22.662139428425,43,38.5208333319,38.65,36.574105821555,10.9,9.592,10.45,9.14016740351,137.25,126.219410075475,3.38,2.74827780903,1.99,1.7889898990100002,404.1,400.6231857101701
07-01-2022,23.7,20.07385022526,25.05,22.752969646575,43,38.5208333319,39,36.9053072973,11,9.68,10.6,9.27136597868,139,127.8287650309,3.4,2.7645398079,2.04,1.83393939396,409.1,405.5801664786701
07-04-2022,23.9,20.24324980522,26.55,24.115422918825,43,38.5208333319,40,37.851597228,11,9.68,10.6,9.27136597868,139.5,128.28858073245,3.5,2.84584980225,2.07,1.86090909093,403.15,399.68135936415496
07-05-2022,24,20.3279495952,27.6,25.0691402094,43.15,38.655208331895,40.6,38.41937118642,11.2,9.856,10.7,9.35883169546,139.25,128.058672881675,3.55,2.886504799425,2.06,1.85191919194,397.6,394.17911071112
07-06-2022,24,20.3279495952,27.75,25.205385536625,44.15,39.551041665195,41.95,39.696862592865,11.3,9.944,10.9,9.53376312902,138,126.9091336278,3.55,2.886504799425,2.05,1.84292929295,397.45,394.030401288065
07-07-2022,24,20.3279495952,27.95,25.387045972925,45,40.3124999985,42.75,40.453894537425,11.4,10.032,10.9,9.53376312902,139,127.8287650309,3.51,2.853980801685,2.06,1.85191919194,409.05,405.530596670985
07-08-2022,24,20.3279495952,28.2,25.6141215183,46,41.2083333318,42.4,40.12269306168,11.5,10.12,11.2,9.79616027936,140,128.748396434,3.5,2.84584980225,2.06,1.85191919194,409.8,406.27414378626
07-11-2022,,,,,,,,,,,,,,,,,,,411.4,407.86037763218
07-12-2022,24,20.3279495952,29.5,26.79491435425,45.45,40.715624998485005,41.9,39.64954809633,11.15,9.812,11.45,10.01482457131,140,128.748396434,3.5,2.84584980225,2.03,1.82494949497,416.3,412.71821878531
07-13-2022,24,20.3279495952,30,27.249065445,44.8,40.13333333184,40.9,38.70325816563,11.1,9.768,11.45,10.01482457131,139.75,128.518488583225,3.5,2.84584980225,2.04,1.83393939396,416.05,412.470369746885
07-14-2022,23.95,20.28559970021,32.05,29.111084917075,44.9,40.22291666517,40.5,38.32474219335,11,9.68,11.25,9.83989313775,140,128.748396434,3.49,2.8377188028150004,2.06,1.85191919194,414.5,410.93370570865
07-15-2022,24.05,20.37029949019,31.45,28.566103608175,44.55,39.909374998515,40.45,38.277427696815,11.05,9.724,10.85,9.49003027063,139.5,128.28858073245,3.5,2.84584980225,2.09,1.87888888891,414.4,410.83456609328
